vote_event_id,voter_id,option,group_id
51-757.TX,51-573,yes,pfl
51-757.TX,51-112,yes,pfl
51-757.TX,51-186,yes,pfl
51-757.TX,51-153,yes,pps
51-757.TX,51-176,yes,ppb
51-757.TX,51-225,yes,pfl
51-757.TX,51-606,yes,pt
51-757.TX,51-45,yes,pmdb
51-757.TX,51-345,yes,pfl
51-757.TX,51-187,yes,pmdb
51-757.TX,51-71,yes,pfl
51-757.TX,51-228,yes,psdb
51-757.TX,51-133,yes,pmdb
51-757.TX,51-229,yes,psdb
51-757.TX,51-491,yes,pmdb
51-757.TX,51-382,yes,psl
51-757.TX,51-348,yes,ppb
51-757.TX,51-18,yes,pfl
51-757.TX,51-444,yes,ppb
51-757.TX,51-293,yes,ppb
51-757.TX,51-598,yes,pst
51-757.TX,51-155,yes,psb
51-757.TX,51-624,yes,pmdb
51-757.TX,51-134,yes,psdb
51-757.TX,51-620,yes,pmdb
51-757.TX,51-12,yes,ppb
51-757.TX,51-356,yes,psb
51-757.TX,51-294,yes,psdb
51-757.TX,51-358,no,pdt
51-757.TX,51-449,yes,pt
51-757.TX,51-349,yes,ptb
51-757.TX,51-578,no,ptb
51-757.TX,51-471,yes,pmdb
51-757.TX,51-231,yes,ppb
51-757.TX,51-623,yes,psdb
51-757.TX,51-230,yes,psdb
51-757.TX,51-140,yes,psb
51-757.TX,51-14,no,ptb
51-757.TX,51-22,yes,pmdb
51-757.TX,51-73,yes,ppb
51-757.TX,51-232,yes,pfl
51-757.TX,51-353,yes,pps
51-757.TX,51-532,yes,pt
51-757.TX,51-190,yes,pl
51-757.TX,51-415,yes,pmdb
51-757.TX,51-563,yes,pfl
51-757.TX,51-95,yes,pmdb
51-757.TX,51-295,no,ppb
51-757.TX,51-47,abstain,pdt
51-757.TX,51-48,yes,psdb
51-757.TX,51-590,yes,psb
51-757.TX,51-11,yes,psdb
51-757.TX,51-191,yes,ptb
51-757.TX,51-478,no,pdt
51-757.TX,51-233,yes,pmdb
51-757.TX,51-141,yes,pt
51-757.TX,51-297,no,ptb
51-757.TX,51-354,yes,psdc
51-757.TX,51-496,yes,ppb
51-757.TX,51-274,yes,psdb
51-757.TX,51-514,yes,pt
51-757.TX,51-447,yes,pt
51-757.TX,51-74,yes,pfl
51-757.TX,51-36,yes,pfl
51-757.TX,51-3,yes,pfl
51-757.TX,51-75,no,pmdb
51-757.TX,51-628,yes,pmdb
51-757.TX,51-417,no,pmdb
51-757.TX,51-479,yes,pfl
51-757.TX,51-357,yes,pfl
51-757.TX,51-234,yes,pt
51-757.TX,51-25,no,pdt
51-757.TX,51-236,yes,pmdb
51-757.TX,51-143,yes,psb
51-757.TX,51-450,yes,pmdb
51-757.TX,51-613,yes,psdb
51-757.TX,51-194,yes,pcdob
51-757.TX,51-549,yes,psdb
51-757.TX,51-237,yes,pmdb
51-757.TX,51-114,yes,pfl
51-757.TX,51-235,yes,ppb
51-757.TX,51-448,yes,pmdb
51-757.TX,51-472,yes,ppb
51-757.TX,51-124,no,ptb
51-757.TX,51-238,no,ppb
51-757.TX,51-308,yes,pfl
51-757.TX,51-62,yes,pmdb
51-757.TX,51-53,yes,psdb
51-757.TX,51-94,yes,pcdob
51-757.TX,51-145,yes,pfl
51-757.TX,51-581,yes,psdb
51-757.TX,51-174,yes,pps
51-757.TX,51-188,yes,pfl
51-757.TX,51-240,yes,pfl
51-757.TX,51-302,no,ppb
51-757.TX,51-359,yes,pt
51-757.TX,51-196,yes,pfl
51-757.TX,51-167,yes,pl
51-757.TX,51-585,yes,pfl
51-757.TX,51-72,yes,psdb
51-757.TX,51-146,yes,psdb
51-757.TX,51-275,yes,pt
51-757.TX,51-591,no,pdt
51-757.TX,51-433,yes,pt
51-757.TX,51-115,yes,pmdb
51-757.TX,51-364,no,pps
51-757.TX,51-199,yes,ppb
51-757.TX,51-534,yes,pt
51-757.TX,51-473,yes,pmdb
51-757.TX,51-304,yes,pfl
51-757.TX,51-361,yes,pt
51-757.TX,51-474,yes,ppb
51-757.TX,51-309,no,pdt
51-757.TX,51-54,yes,ppb
51-757.TX,51-156,yes,pfl
51-757.TX,51-538,yes,pfl
51-757.TX,51-192,yes,pmdb
51-757.TX,51-175,yes,pmdb
51-757.TX,51-310,yes,pt
51-757.TX,51-201,yes,pfl
51-757.TX,51-526,yes,pmdb
51-757.TX,51-305,yes,psdb
51-757.TX,51-363,yes,psdb
51-757.TX,51-202,yes,pfl
51-757.TX,51-276,no,ptb
51-757.TX,51-273,yes,pfl
51-757.TX,51-147,yes,pmdb
51-757.TX,51-366,no,ptn
51-757.TX,51-365,yes,pt
51-757.TX,51-367,yes,pt
51-757.TX,51-96,yes,ppb
51-757.TX,51-149,yes,pfl
51-757.TX,51-241,no,ptb
51-757.TX,51-150,yes,psdb
51-757.TX,51-97,yes,pt
51-757.TX,51-27,yes,pmdb
51-757.TX,51-391,no,pdt
51-757.TX,51-203,yes,pfl
51-757.TX,51-178,yes,psdb
51-757.TX,51-29,no,ptb
51-757.TX,51-419,yes,psdb
51-757.TX,51-369,yes,psdb
51-757.TX,51-418,yes,pl
51-757.TX,51-206,yes,psdb
51-757.TX,51-564,yes,pfl
51-757.TX,51-125,yes,pmdb
51-757.TX,51-370,no,pmdb
51-757.TX,51-311,no,pfl
51-757.TX,51-121,yes,pfl
51-757.TX,51-98,yes,psdb
51-757.TX,51-420,yes,psdb
51-757.TX,51-243,yes,psl
51-757.TX,51-401,yes,psdb
51-757.TX,51-481,yes,pt
51-757.TX,51-421,yes,psdb
51-757.TX,51-4,yes,pfl
51-757.TX,51-453,yes,pfl
51-757.TX,51-608,yes,pt
51-757.TX,51-500,yes,ppb
51-757.TX,51-312,yes,ppb
51-757.TX,51-422,yes,pmdb
51-757.TX,51-454,yes,psdb
51-757.TX,51-170,no,ptb
51-757.TX,51-602,yes,pt
51-757.TX,51-207,yes,pfl
51-757.TX,51-151,yes,psdb
51-757.TX,51-298,yes,psdb
51-757.TX,51-313,yes,pt
51-757.TX,51-371,yes,psb
51-757.TX,51-584,yes,pt
51-757.TX,51-435,yes,pmdb
51-757.TX,51-376,no,pmdb
51-757.TX,51-110,yes,pmdb
51-757.TX,51-99,yes,pmdb
51-757.TX,51-315,yes,psdb
51-757.TX,51-461,no,ptb
51-757.TX,51-247,yes,ppb
51-757.TX,51-136,yes,pfl
51-757.TX,51-56,yes,pt
51-757.TX,51-372,yes,pfl
51-757.TX,51-524,no,pmdb
51-757.TX,51-278,yes,ppb
51-757.TX,51-244,yes,pt
51-757.TX,51-246,yes,pmdb
51-757.TX,51-50,yes,pmdb
51-757.TX,51-567,yes,pl
51-757.TX,51-210,yes,ppb
51-757.TX,51-436,yes,psdb
51-757.TX,51-600,yes,pmdb
51-757.TX,51-559,yes,pmdb
51-757.TX,51-252,yes,pmdb
51-757.TX,51-281,no,ptb
51-757.TX,51-373,yes,pl
51-757.TX,51-552,yes,psdb
51-757.TX,51-380,yes,pmdb
51-757.TX,51-586,yes,pfl
51-757.TX,51-374,yes,pmdb
51-757.TX,51-316,yes,pt
51-757.TX,51-318,yes,psb
51-757.TX,51-317,no,pdt
51-757.TX,51-462,yes,pmdb
51-757.TX,51-377,yes,pfl
51-757.TX,51-101,yes,pfl
51-757.TX,51-122,yes,ptb
51-757.TX,51-402,no,ptb
51-757.TX,51-117,no,pfl
51-757.TX,51-24,yes,pmdb
51-757.TX,51-248,yes,psdb
51-757.TX,51-77,no,pdt
51-757.TX,51-378,yes,pmdb
51-757.TX,51-458,yes,ppb
51-757.TX,51-548,yes,psdb
51-757.TX,51-437,yes,ptb
51-757.TX,51-379,yes,pfl
51-757.TX,51-126,yes,pfl
51-757.TX,51-78,yes,pfl
51-757.TX,51-28,yes,psdb
51-757.TX,51-254,yes,pt
51-757.TX,51-211,yes,psdb
51-757.TX,51-57,yes,pt
51-757.TX,51-46,no,ptb
51-757.TX,51-424,yes,pmdb
51-757.TX,51-255,yes,ppb
51-757.TX,51-459,yes,psdb
51-757.TX,51-171,yes,pmdb
51-757.TX,51-251,no,pdt
51-757.TX,51-464,yes,pl
51-757.TX,51-593,yes,pt
51-757.TX,51-587,yes,pt
51-757.TX,51-49,yes,pl
51-757.TX,51-256,yes,psdb
51-757.TX,51-463,yes,pmdb
51-757.TX,51-616,yes,pmdb
51-757.TX,51-618,yes,pfl
51-757.TX,51-509,yes,pmdb
51-757.TX,51-154,yes,pfl
51-757.TX,51-65,yes,pmdb
51-757.TX,51-530,no,ptb
51-757.TX,51-460,yes,pt
51-757.TX,51-118,yes,pfl
51-757.TX,51-213,yes,pfl
51-757.TX,51-257,yes,pt
51-757.TX,51-484,yes,pfl
51-757.TX,51-503,yes,pl
51-757.TX,51-384,yes,psdb
51-757.TX,51-383,no,pmdb
51-757.TX,51-66,yes,psdb
51-757.TX,51-410,yes,pfl
51-757.TX,51-30,yes,pt
51-757.TX,51-520,yes,pfl
51-757.TX,51-425,yes,psdb
51-757.TX,51-412,yes,pt
51-757.TX,51-539,yes,ppb
51-757.TX,51-162,yes,pt
51-757.TX,51-80,yes,pfl
51-757.TX,51-403,yes,ppb
51-757.TX,51-212,yes,pfl
51-757.TX,51-82,yes,pmdb
51-757.TX,51-438,yes,ppb
51-757.TX,51-177,yes,psb
51-757.TX,51-259,yes,pl
51-757.TX,51-614,yes,pps
51-757.TX,51-103,yes,pmdb
51-757.TX,51-505,no,pdt
51-757.TX,51-388,yes,pt
51-757.TX,51-466,yes,pfl
51-757.TX,51-258,yes,psdb
51-757.TX,51-102,yes,psdb
51-757.TX,51-32,yes,pl
51-757.TX,51-537,yes,pfl
51-757.TX,51-168,yes,pps
51-757.TX,51-617,yes,pl
51-757.TX,51-482,yes,pmdb
51-757.TX,51-465,yes,ppb
51-757.TX,51-390,yes,pt
51-757.TX,51-282,yes,pps
51-757.TX,51-163,yes,ppb
51-757.TX,51-385,yes,ptb
51-757.TX,51-518,yes,psdb
51-757.TX,51-280,yes,pmdb
51-757.TX,51-7,yes,pl
51-757.TX,51-508,yes,phs
51-757.TX,51-427,yes,ppb
51-757.TX,51-261,yes,pfl
51-757.TX,51-323,no,ptb
51-757.TX,51-104,yes,pfl
51-757.TX,51-84,yes,psdb
51-757.TX,51-322,yes,pfl
51-757.TX,51-215,yes,pmdb
51-757.TX,51-262,yes,ppb
51-757.TX,51-260,no,ptb
51-757.TX,51-105,yes,psdb
51-757.TX,51-429,yes,pfl
51-757.TX,51-622,yes,psdb
51-757.TX,51-263,yes,pl
51-757.TX,51-611,yes,psdb
51-757.TX,51-325,yes,pfl
51-757.TX,51-467,yes,pps
51-757.TX,51-158,yes,pmdb
51-757.TX,51-8,yes,pfl
51-757.TX,51-610,no,pdt
51-757.TX,51-387,yes,psdb
51-757.TX,51-395,yes,psdb
51-757.TX,51-265,yes,pmdb
51-757.TX,51-574,yes,psdb
51-757.TX,51-216,yes,psdb
51-757.TX,51-485,no,pdt
51-757.TX,51-16,yes,pfl
51-757.TX,51-58,yes,psdb
51-757.TX,51-51,yes,psdb
51-757.TX,51-266,yes,pcdob
51-757.TX,51-268,yes,pmdb
51-757.TX,51-39,no,ptb
51-757.TX,51-553,yes,psdb
51-757.TX,51-327,yes,ppb
51-757.TX,51-604,yes,pcdob
51-757.TX,51-405,yes,pmdb
51-757.TX,51-113,yes,pmdb
51-757.TX,51-270,yes,pt
51-757.TX,51-219,yes,pfl
51-757.TX,51-319,yes,psl
51-757.TX,51-40,yes,pcdob
51-757.TX,51-35,yes,pfl
51-757.TX,51-107,yes,psdb
51-757.TX,51-483,yes,psdb
51-757.TX,51-430,yes,pfl
51-757.TX,51-264,yes,pt
51-757.TX,51-326,no,pdt
51-757.TX,51-594,yes,pmdb
51-757.TX,51-396,yes,ppb
51-757.TX,51-439,yes,pmdb
51-757.TX,51-217,yes,pt
51-757.TX,51-267,no,ptb
51-757.TX,51-328,yes,psb
51-757.TX,51-116,yes,pt
51-757.TX,51-469,yes,pfl
51-757.TX,51-414,yes,ppb
51-757.TX,51-627,yes,pmdb
51-757.TX,51-404,yes,psdb
51-757.TX,51-609,no,pdt
51-757.TX,51-397,yes,psdb
51-757.TX,51-516,yes,psdb
51-757.TX,51-398,yes,pmdb
51-757.TX,51-34,yes,psdb
51-757.TX,51-269,yes,pfl
51-757.TX,51-540,yes,psdb
51-757.TX,51-88,absent,psdb
51-757.TX,51-529,absent,psb
51-757.TX,51-284,absent,psb
51-757.TX,51-285,absent,psdb
51-757.TX,51-89,absent,pl
51-757.TX,51-119,absent,pmdb
51-757.TX,51-340,absent,pt
51-757.TX,51-288,absent,pfl
51-757.TX,51-38,absent,pfl
51-757.TX,51-184,absent,pmdb
51-757.TX,51-528,absent,psdb
51-757.TX,51-290,absent,pt
51-757.TX,51-70,absent,pfl
51-757.TX,51-93,absent,psdb
51-757.TX,51-291,absent,pl
51-757.TX,51-346,absent,ppb
51-757.TX,51-301,absent,pst
51-757.TX,51-470,absent,pmdb
51-757.TX,51-131,absent,pfl
51-757.TX,51-477,absent,ppb
51-757.TX,51-493,absent,pdt
51-757.TX,51-132,absent,ppb
51-757.TX,51-15,absent,psb
51-757.TX,51-296,absent,pt
51-757.TX,51-300,absent,pst
51-757.TX,51-181,absent,pfl
51-757.TX,51-63,absent,pmdb
51-757.TX,51-193,absent,pmdb
51-757.TX,51-408,absent,pt
51-757.TX,51-497,absent,pmdb
51-757.TX,51-185,absent,pfl
51-757.TX,51-23,absent,ppb
51-757.TX,51-166,absent,psb
51-757.TX,51-498,absent,pt
51-757.TX,51-360,absent,pt
51-757.TX,51-135,absent,psdb
51-757.TX,51-455,absent,ptb
51-757.TX,51-303,absent,pcdob
51-757.TX,51-197,absent,pt
51-757.TX,51-198,absent,psdb
51-757.TX,51-239,absent,pmdb
51-757.TX,51-362,absent,pmdb
51-757.TX,51-557,absent,psl
51-757.TX,51-76,absent,psb
51-757.TX,51-451,absent,pmdb
51-757.TX,51-306,absent,pfl
51-757.TX,51-457,absent,ptb
51-757.TX,51-577,absent,pfl
51-757.TX,51-452,absent,ppb
51-757.TX,51-200,absent,pmdb
51-757.TX,51-169,absent,pfl
51-757.TX,51-499,absent,ppb
51-757.TX,51-17,absent,pmdb
51-757.TX,51-245,absent,pfl
51-757.TX,51-204,absent,pmdb
51-757.TX,51-157,absent,psl
51-757.TX,51-5,absent,pfl
51-757.TX,51-603,absent,pt
51-757.TX,51-341,absent,ptb
51-757.TX,51-42,absent,ppb
51-757.TX,51-277,absent,pl
51-757.TX,51-100,absent,psdb
51-757.TX,51-55,absent,pps
51-757.TX,51-161,absent,pl
51-757.TX,51-501,absent,pt
51-757.TX,51-250,absent,pst
51-757.TX,51-81,absent,pfl
51-757.TX,51-456,absent,pmdb
51-757.TX,51-504,absent,pmdb
51-757.TX,51-381,absent,ptb
51-757.TX,51-209,absent,pt
51-757.TX,51-507,absent,pps
51-757.TX,51-43,absent,pfl
51-757.TX,51-320,absent,psb
51-757.TX,51-321,absent,psdb
51-757.TX,51-214,absent,pfl
51-757.TX,51-79,absent,pfl
51-757.TX,51-510,absent,pt
51-757.TX,51-428,absent,pmdb
51-757.TX,51-83,absent,pl
51-757.TX,51-33,absent,ptb
51-757.TX,51-137,absent,psdb
51-757.TX,51-386,absent,pfl
51-757.TX,51-394,absent,pps
51-757.TX,51-468,absent,pfl
51-757.TX,51-85,absent,pfl
51-757.TX,51-86,absent,psdb
51-757.TX,51-108,absent,psb
51-757.TX,51-180,absent,ptb
51-757.TX,51-160,absent,ppb
51-757.TX,51-599,absent,pcdob
51-757.TX,51-389,absent,pt
51-757.TX,51-513,absent,ppb
51-757.TX,51-392,absent,ppb
51-757.TX,51-393,absent,pl
51-757.TX,51-271,absent,psdb
51-757.TX,51-218,absent,pt
51-757.TX,51-138,absent,pfl
51-757.TX,51-535,absent,pfl
51-757.TX,51-431,absent,pmdb
51-757.TX,51-59,absent,ptb
51-758.TX,51-440,yes,pfl
51-758.TX,51-486,no,pt
51-758.TX,51-127,yes,pfl
51-758.TX,51-221,article 17,psdb
51-758.TX,51-441,yes,psdb
51-758.TX,51-44,no,pps
51-758.TX,51-407,no,pcdob
51-758.TX,51-488,no,pdt
51-758.TX,51-68,yes,pmdb
51-758.TX,51-545,yes,pmdb
51-758.TX,51-330,yes,psdb
51-758.TX,51-1,yes,pl
51-758.TX,51-487,no,pdt
51-758.TX,51-283,yes,pfl
51-758.TX,51-579,no,pcdob
51-758.TX,51-331,no,pcdob
51-758.TX,51-445,yes,psdb
51-758.TX,51-284,no,psb
51-758.TX,51-6,yes,ppb
51-758.TX,51-332,no,pt
51-758.TX,51-601,no,pt
51-758.TX,51-339,yes,psdb
51-758.TX,51-87,yes,pmdb
51-758.TX,51-19,yes,psdb
51-758.TX,51-475,yes,pfl
51-758.TX,51-334,yes,psdb
51-758.TX,51-9,yes,psdb
51-758.TX,51-60,yes,ptb
51-758.TX,51-335,yes,psdb
51-758.TX,51-223,yes,pfl
51-758.TX,51-589,yes,pfl
51-758.TX,51-336,no,pt
51-758.TX,51-129,yes,psdb
51-758.TX,51-144,yes,pmdb
51-758.TX,51-337,no,ptb
51-758.TX,51-343,yes,psdb
51-758.TX,51-90,yes,psdb
51-758.TX,51-288,yes,pfl
51-758.TX,51-338,yes,ptb
51-758.TX,51-595,yes,pmdb
51-758.TX,51-109,yes,psdb
51-758.TX,51-165,no,ppb
51-758.TX,51-173,yes,psdb
51-758.TX,51-489,yes,ppb
51-758.TX,51-128,no,pt
51-758.TX,51-111,yes,psdb
51-758.TX,51-21,no,pt
51-758.TX,51-10,yes,pl
51-758.TX,51-416,yes,pmdb
51-758.TX,51-443,yes,psdb
51-758.TX,51-289,yes,pl
51-758.TX,51-347,yes,pl
51-758.TX,51-224,yes,pst
51-758.TX,51-597,yes,psdb
51-758.TX,51-120,yes,pfl
51-758.TX,51-148,yes,psdb
51-758.TX,51-130,yes,ptb
51-758.TX,51-227,yes,psdb
51-758.TX,51-621,yes,pfl
51-758.TX,51-290,no,pt
51-758.TX,51-400,yes,pfl
51-758.TX,51-344,yes,ppb
51-758.TX,51-70,yes,pfl
51-758.TX,51-494,abstain,pmdb
51-758.TX,51-446,yes,psdb
51-758.TX,51-93,yes,psdb
51-758.TX,51-112,yes,pfl
51-758.TX,51-186,yes,pfl
51-758.TX,51-153,yes,pps
51-758.TX,51-176,yes,ppb
51-758.TX,51-225,yes,pfl
51-758.TX,51-606,no,pt
51-758.TX,51-45,yes,pmdb
51-758.TX,51-345,yes,pfl
51-758.TX,51-187,yes,pmdb
51-758.TX,51-71,yes,pfl
51-758.TX,51-228,yes,psdb
51-758.TX,51-133,yes,pmdb
51-758.TX,51-229,yes,psdb
51-758.TX,51-491,yes,pmdb
51-758.TX,51-382,yes,psl
51-758.TX,51-348,yes,ppb
51-758.TX,51-18,yes,pfl
51-758.TX,51-444,yes,ppb
51-758.TX,51-293,yes,ppb
51-758.TX,51-598,yes,pst
51-758.TX,51-155,no,psb
51-758.TX,51-134,yes,psdb
51-758.TX,51-620,yes,pmdb
51-758.TX,51-12,yes,ppb
51-758.TX,51-294,yes,psdb
51-758.TX,51-358,no,pdt
51-758.TX,51-449,no,pt
51-758.TX,51-349,yes,ptb
51-758.TX,51-470,yes,pmdb
51-758.TX,51-471,no,pmdb
51-758.TX,51-231,yes,ppb
51-758.TX,51-623,yes,psdb
51-758.TX,51-230,yes,psdb
51-758.TX,51-140,no,psb
51-758.TX,51-14,yes,ptb
51-758.TX,51-22,yes,pmdb
51-758.TX,51-73,yes,ppb
51-758.TX,51-232,yes,pfl
51-758.TX,51-353,yes,pps
51-758.TX,51-477,yes,ppb
51-758.TX,51-132,yes,ppb
51-758.TX,51-532,no,pt
51-758.TX,51-190,yes,pl
51-758.TX,51-415,no,pmdb
51-758.TX,51-95,yes,pmdb
51-758.TX,51-295,yes,ppb
51-758.TX,51-47,no,pdt
51-758.TX,51-48,yes,psdb
51-758.TX,51-590,no,psb
51-758.TX,51-11,yes,psdb
51-758.TX,51-191,yes,ptb
51-758.TX,51-478,no,pdt
51-758.TX,51-233,yes,pmdb
51-758.TX,51-141,no,pt
51-758.TX,51-296,no,pt
51-758.TX,51-297,yes,ptb
51-758.TX,51-354,yes,psdc
51-758.TX,51-496,yes,ppb
51-758.TX,51-274,yes,psdb
51-758.TX,51-514,no,pt
51-758.TX,51-447,no,pt
51-758.TX,51-74,yes,pfl
51-758.TX,51-36,yes,pfl
51-758.TX,51-63,yes,pmdb
51-758.TX,51-75,no,pmdb
51-758.TX,51-628,yes,pmdb
51-758.TX,51-417,yes,pmdb
51-758.TX,51-408,no,pt
51-758.TX,51-479,yes,pfl
51-758.TX,51-357,yes,pfl
51-758.TX,51-234,no,pt
51-758.TX,51-25,no,pdt
51-758.TX,51-143,no,psb
51-758.TX,51-450,yes,pmdb
51-758.TX,51-613,yes,psdb
51-758.TX,51-549,yes,psdb
51-758.TX,51-237,no,pmdb
51-758.TX,51-114,yes,pfl
51-758.TX,51-235,yes,ppb
51-758.TX,51-448,yes,pmdb
51-758.TX,51-472,yes,ppb
51-758.TX,51-360,no,pt
51-758.TX,51-124,yes,ptb
51-758.TX,51-238,yes,ppb
51-758.TX,51-308,yes,pfl
51-758.TX,51-62,yes,pmdb
51-758.TX,51-53,yes,psdb
51-758.TX,51-94,no,pcdob
51-758.TX,51-135,yes,psdb
51-758.TX,51-145,yes,pfl
51-758.TX,51-581,yes,psdb
51-758.TX,51-174,yes,pps
51-758.TX,51-188,yes,pfl
51-758.TX,51-240,yes,pfl
51-758.TX,51-302,no,ppb
51-758.TX,51-359,no,pt
51-758.TX,51-196,yes,pfl
51-758.TX,51-197,no,pt
51-758.TX,51-585,yes,pfl
51-758.TX,51-72,yes,psdb
51-758.TX,51-146,yes,psdb
51-758.TX,51-275,no,pt
51-758.TX,51-591,no,pdt
51-758.TX,51-115,yes,pmdb
51-758.TX,51-364,yes,pps
51-758.TX,51-199,yes,ppb
51-758.TX,51-239,yes,pmdb
51-758.TX,51-534,no,pt
51-758.TX,51-473,yes,pmdb
51-758.TX,51-304,yes,pfl
51-758.TX,51-361,no,pt
51-758.TX,51-474,yes,ppb
51-758.TX,51-309,no,pdt
51-758.TX,51-54,yes,ppb
51-758.TX,51-156,yes,pfl
51-758.TX,51-538,yes,pfl
51-758.TX,51-192,yes,pmdb
51-758.TX,51-175,yes,pmdb
51-758.TX,51-310,no,pt
51-758.TX,51-201,yes,pfl
51-758.TX,51-526,yes,pmdb
51-758.TX,51-305,yes,psdb
51-758.TX,51-557,yes,psl
51-758.TX,51-363,yes,psdb
51-758.TX,51-76,no,psb
51-758.TX,51-451,yes,pmdb
51-758.TX,51-202,yes,pfl
51-758.TX,51-276,yes,ptb
51-758.TX,51-273,yes,pfl
51-758.TX,51-457,yes,ptb
51-758.TX,51-147,yes,pmdb
51-758.TX,51-366,yes,ptn
51-758.TX,51-365,no,pt
51-758.TX,51-367,no,pt
51-758.TX,51-96,yes,ppb
51-758.TX,51-200,yes,pmdb
51-758.TX,51-149,yes,pfl
51-758.TX,51-241,no,ptb
51-758.TX,51-150,yes,psdb
51-758.TX,51-97,no,pt
51-758.TX,51-27,yes,pmdb
51-758.TX,51-391,no,pdt
51-758.TX,51-203,yes,pfl
51-758.TX,51-178,yes,psdb
51-758.TX,51-29,yes,ptb
51-758.TX,51-419,yes,psdb
51-758.TX,51-499,yes,ppb
51-758.TX,51-369,yes,psdb
51-758.TX,51-418,yes,pl
51-758.TX,51-206,yes,psdb
51-758.TX,51-564,yes,pfl
51-758.TX,51-245,yes,pfl
51-758.TX,51-370,no,pmdb
51-758.TX,51-311,yes,pfl
51-758.TX,51-121,yes,pfl
51-758.TX,51-98,yes,psdb
51-758.TX,51-420,yes,psdb
51-758.TX,51-243,yes,psl
51-758.TX,51-401,yes,psdb
51-758.TX,51-481,no,pt
51-758.TX,51-421,yes,psdb
51-758.TX,51-4,yes,pfl
51-758.TX,51-500,yes,ppb
51-758.TX,51-312,yes,ppb
51-758.TX,51-341,yes,ptb
51-758.TX,51-422,yes,pmdb
51-758.TX,51-454,yes,psdb
51-758.TX,51-170,yes,ptb
51-758.TX,51-602,no,pt
51-758.TX,51-207,yes,pfl
51-758.TX,51-151,yes,psdb
51-758.TX,51-298,yes,psdb
51-758.TX,51-371,no,psb
51-758.TX,51-584,no,pt
51-758.TX,51-435,yes,pmdb
51-758.TX,51-110,yes,pmdb
51-758.TX,51-99,yes,pmdb
51-758.TX,51-55,yes,pps
51-758.TX,51-315,yes,psdb
51-758.TX,51-247,yes,ppb
51-758.TX,51-136,yes,pfl
51-758.TX,51-56,no,pt
51-758.TX,51-372,yes,pfl
51-758.TX,51-524,no,pmdb
51-758.TX,51-501,no,pt
51-758.TX,51-278,yes,ppb
51-758.TX,51-244,no,pt
51-758.TX,51-246,yes,pmdb
51-758.TX,51-50,yes,pmdb
51-758.TX,51-567,yes,pl
51-758.TX,51-210,yes,ppb
51-758.TX,51-436,yes,psdb
51-758.TX,51-600,yes,pmdb
51-758.TX,51-559,yes,pmdb
51-758.TX,51-81,yes,pfl
51-758.TX,51-281,no,ptb
51-758.TX,51-373,yes,pl
51-758.TX,51-552,yes,psdb
51-758.TX,51-380,yes,pmdb
51-758.TX,51-586,yes,pfl
51-758.TX,51-374,yes,pmdb
51-758.TX,51-316,no,pt
51-758.TX,51-318,no,psb
51-758.TX,51-317,no,pdt
51-758.TX,51-462,yes,pmdb
51-758.TX,51-101,no,pfl
51-758.TX,51-122,yes,ptb
51-758.TX,51-402,yes,ptb
51-758.TX,51-117,yes,pfl
51-758.TX,51-248,yes,psdb
51-758.TX,51-77,no,pdt
51-758.TX,51-378,yes,pmdb
51-758.TX,51-381,yes,ptb
51-758.TX,51-458,yes,ppb
51-758.TX,51-548,yes,psdb
51-758.TX,51-437,yes,ptb
51-758.TX,51-379,yes,pfl
51-758.TX,51-126,yes,pfl
51-758.TX,51-78,yes,pfl
51-758.TX,51-28,yes,psdb
51-758.TX,51-254,no,pt
51-758.TX,51-211,yes,psdb
51-758.TX,51-57,no,pt
51-758.TX,51-46,yes,ptb
51-758.TX,51-424,yes,pmdb
51-758.TX,51-255,yes,ppb
51-758.TX,51-459,yes,psdb
51-758.TX,51-171,yes,pmdb
51-758.TX,51-251,no,pdt
51-758.TX,51-464,yes,pl
51-758.TX,51-593,no,pt
51-758.TX,51-587,no,pt
51-758.TX,51-49,yes,pl
51-758.TX,51-256,yes,psdb
51-758.TX,51-463,yes,pmdb
51-758.TX,51-616,yes,pmdb
51-758.TX,51-618,yes,pfl
51-758.TX,51-509,yes,pmdb
51-758.TX,51-154,yes,pfl
51-758.TX,51-65,yes,pmdb
51-758.TX,51-530,yes,ptb
51-758.TX,51-460,no,pt
51-758.TX,51-118,yes,pfl
51-758.TX,51-320,no,psb
51-758.TX,51-213,yes,pfl
51-758.TX,51-257,no,pt
51-758.TX,51-321,yes,psdb
51-758.TX,51-484,yes,pfl
51-758.TX,51-503,yes,pl
51-758.TX,51-384,yes,psdb
51-758.TX,51-214,yes,pfl
51-758.TX,51-66,yes,psdb
51-758.TX,51-410,yes,pfl
51-758.TX,51-30,no,pt
51-758.TX,51-520,yes,pfl
51-758.TX,51-412,no,pt
51-758.TX,51-428,yes,pmdb
51-758.TX,51-539,yes,ppb
51-758.TX,51-162,no,pt
51-758.TX,51-80,no,pfl
51-758.TX,51-403,yes,ppb
51-758.TX,51-212,yes,pfl
51-758.TX,51-82,yes,pmdb
51-758.TX,51-438,yes,ppb
51-758.TX,51-177,no,psb
51-758.TX,51-259,yes,pl
51-758.TX,51-614,yes,pps
51-758.TX,51-103,yes,pmdb
51-758.TX,51-505,no,pdt
51-758.TX,51-388,no,pt
51-758.TX,51-258,yes,psdb
51-758.TX,51-102,yes,psdb
